sostuvo	O
título III la Ley Helms Burton	LAW
.	O
Nuestra	O
batalla	O
ahora	O
es	O
la	O
de	O
la	O
economía	O
como	O
lo	O
ha	O
reiterado	O
el	O
Presidente	O
de	O
los	O
Alarcón	PER
,	O
Consejos de Estado y de Ministros	ORG
,	O
es	O
lo	O
que	O
tenemos	O
que	O
ganar	O
para	O
quitarles	O
las	O
ilusiones	O
a	O
los	O
que	O
piensan	O
retornar	O
a	O
Miguel Díaz Canel	PER
,	O
reiteró	O
.	O
trae	O
a	O
La	O
Opinión	O
del	O
Lector	O
este	O
comentario	O
enviado	O
  	O
por	O
Cubadebate	ORG
,	O
desde	O
Alexis	PER
,	O
a	O
la	O
información	O
"	O
Granma	GPE
:	O
Debemos	O
actuar	O
como	O
país	O
para	O
enfrentar	O
y	O
superar	O
las	O
dificultades	O
"	O
,	O
publicada	O
como	O
parte	O
de	O
nuestra	O
cobertura	O
a	O
las	O
sesiones	O
de	O
trabajo	O
de	O
las	O
Comisiones	O
Permanentes	O
de	O
la	O
Díaz - Canel	PER
.	O
 	O
Asamblea Nacional del Poder Popular	ORG
comentó	O
:	O
Muy	O
contento	O
con	O
las	O
magníficas	O
reflexiones	O
de	O
nuestro	O
presidente	O
,	O
estoy	O
de	O
acuerdo	O
en	O
que	O
podemos	O
producir	O
mucho	O
más	O
alimento	O
del	O
que	O
hoy	O
se	O
logra	O
,	O
y	O
no	O
solo	O
porque	O
no	O
tengamos	O
más	O
áreas	O
con	O
riego	O
,	O
hay	O
que	O
cambiar	O
la	O
manera	O
de	O
pensar	O
de	O
muchos	O
de	O
los	O
que	O
hoy	O
dirigen	O
en	O
la	O
agricultura	O
,	O
hay	O
que	O
introducir	O
los	O
adelantos	O
de	O
la	O
ciencia	O
y	O
la	O
técnica	O
,	O
hay	O
que	O
buscar	O
mayores	O
rendimientos	O
.	O
Considero	O
que	O
uno	O
de	O
los	O
aspectos	O
que	O
hoy	O
frena	O
un	O
poco	O
l;a	O
producción	O
de	O
alimentos	O
está	O
relacionado	O
con	O
las	O
bases	O
productivas	O
que	O
hoy	O
tenemos	O
en	O
la	O
agricultura	O
y	O
su	O
difícil	O
situación	O
económica	O
,	O
existe	O
la	O
política	O
de	O
mantener	O
estas	O
formas	O
productivas	O
,	O
y	O
yo	O
creo	O
que	O
debieran	O
mantenerse	O
las	O
que	O
son	O
eficientes	O
,	O
tenemos	O
Alexis	PER
que	O
por	O
el	O
nivel	O
de	O
endeudamientos	O
que	O
tienen	O
con	O
UBPC	ORG
,	O
este	O
dice	O
no	O
poder	O
seguir	O
dándole	O
créditos	O
,	O
y	O
ahora	O
se	O
van	O
para	O
BANDEC	ORG
,	O
algunas	O
con	O
varios	O
meses	O
sin	O
poder	O
pagar	O
salarios	O
a	O
sus	O
trabajadores	O
;	O
hay	O
BPA	ORG
que	O
no	O
usan	O
créditos	O
para	O
no	O
endeudarse	O
pero	O
tampoco	O
se	O
desarrollan	O
ni	O
aportan	O
al	O
desarrollo	O
del	O
país	O
,	O
hay	O
CPA	ORG
que	O
ayudan	O
muy	O
poco	O
a	O
sus	O
asociados	O
en	O
la	O
gestión	O
de	O
los	O
créditos	O
y	O
los	O
insumos	O
,	O
cuyas	O
juntas	O
directivas	O
cobran	O
elevados	O
salarios	O
a	O
costa	O
de	O
los	O
productores	O
sin	O
ayudarlos	O
en	O
nada	O
,	O
y	O
hay	O
otras	O
con	O
juntas	O
directivas	O
muy	O
buenas	O
,	O
con	O
más	O
de	O
300	O
socios	O
que	O
producen	O
más	O
de	O
100	O
mil	O
qq	O
de	O
arroz	O
que	O
no	O
tienen	O
ni	O
una	O
bicicleta	O
en	O
qué	O
moverse	O
,	O
y	O
entonces	O
los	O
directivos	O
del	O
CCS	ORG
arrocero	O
tienen	O
todo	O
el	O
transporte	O
.	O
Entonces	O
yo	O
creo	O
que	O
si	O
queremos	O
cumplir	O
con	O
lo	O
que	O
nos	O
ha	O
pedido	O
nuestro	O
presidente	O
de	O
incrementar	O
la	O
producción	O
de	O
alimentos	O
para	O
sustituir	O
importaciones	O
tenemos	O
que	O
lograr	O
que	O
nuestras	O
bases	O
productivas	O
sean	O
fuertes	O
y	O
eficientes	O
,	O
tenemos	O
que	O
dotarlas	O
de	O
medios	O
de	O
transporte	O
que	O
le	O
permitan	O
a	O
la	O
dirección	O
de	O
estas	O
hacer	O
sus	O
gestiones	O
,	O
pues	O
son	O
casi	O
un	O
empresa	O
,	O
que	O
cuenten	O
con	O
la	O
maquinaria	O
necesaria	O
para	O
poder	O
atender	O
los	O
cultivos	O
etc.	O
De	O
acuerdo	O
con	O
el	O
nuevo	O
informe	O
global	O
de	O
,	O
en	O
la	O
actualidad	O
las	O
niñas	O
,	O
niños	O
y	O
adolescentes	O
tienen	O
más	O
probabilidades	O
de	O
crecer	O
sanos	O
,	O
recibir	O
educación	O
y	O
estar	O
protegidos	O
.	O
Los	O
resultados	O
del	O
reporte	O
Construyendo	O
una	O
vida	O
mejor	O
con	O
la	O
niñez	O
”	O
—publicado	O
por	O
Save the Children	ORG
en	O
el	O
año	O
de	O
su	O
Save the Children	ORG
muestran	O
que	O
por	O
lo	O
menos	O
280	O
millones	O
de	O
niños	O
y	O
niñas	O
tienen	O
más	O
probabilidades	O
de	O
crecer	O
sanos	O
,	O
recibir	O
educación	O
y	O
estar	O
protegidos	O
que	O
en	O
cualquier	O
otro	O
momento	O
en	O
las	O
centenario-	DATETIME
.	O
Este	O
informe	O
últimas dos décadas	DATETIME
evalúa	O
a	O
176	O
países	O
usando	O
indicadores	O
internacionales	O
sobre	O
mortalidad	O
infantil	O
,	O
acceso	O
a	O
la	O
educación	O
,	O
nutrición	O
,	O
protección	O
frente	O
a	O
prácticas	O
perjudiciales	O
,	O
como	O
el	O
trabajo	O
infantil	O
,	O
el	O
matrimonio	O
infantil	O
,	O
los	O
homicidios	O
y	O
el	O
desplazamiento	O
forzado	O
.	O
En	O
el	O
ranking	O
global	O
,	O
el	O
país	O
de	O
anual	DATETIME
y	O
América Latina	GPE
con	O
mejor	O
desempeño	O
es	O
el Caribe	GPE
,	O
seguido	O
por	O
Cuba	GPE
y	O
Chile	GPE
.	O
El	O
país	O
con	O
peor	O
desempeño	O
en	O
la	O
región	O
por	O
Barbados	GPE
es	O
tercer año consecutivo	DATETIME
.	O
Es	O
el	O
único	O
país	O
de	O
la	O
región	O
que	O
está	O
entre	O
los	O
30	O
últimos	O
dentro	O
del	O
ranking	O
.	O
El	O
siguiente	O
país	O
con	O
el	O
rendimiento	O
más	O
bajo	O
es	O
Guatemala	GPE
,	O
que	O
es	O
el	O
40º	O
último	O
.	O
Honduras	GPE
,	O
Venezuela	GPE
y	O
Haití	GPE
completan	O
la	O
parte	O
inferior	O
de	O
la	O
región	O
.	O
El Salvador	GPE
,	O
directora	O
de	O
Incidencia	O
Política	O
de	O
Nancy Ramírez	PER
,	O
afirmó	O
que	O
en	O
Save the Children	ORG
se	O
han	O
logrado	O
progresos	O
importantes	O
a	O
favor	O
de	O
la	O
niñez	O
y	O
adolescencia	O
,	O
sin	O
embargo	O
,	O
tenemos	O
a	O
la	O
violencia	O
como	O
principal	O
vulneración	O
a	O
sus	O
derechos	O
.	O
Este	O
flagelo	O
sigue	O
siendo	O
una	O
de	O
las	O
principales	O
causas	O
de	O
muerte	O
de	O
niñas	O
y	O
niños	O
en	O
los últimos 20 años	DATETIME
y	O
América Latina	GPE
,	O
donde	O
el Caribe	GPE
fallecen	O
70	O
pequeños	O
consecuencia	O
del	O
maltrato	O
,	O
alerta	O
.	O
“	O
cada día	DATETIME
,	O
tras	O
una	O
de	O
las	O
guerras	O
más	O
destructivas	O
de	O
la	O
historia	O
de	O
la	O
humanidad	O
,	O
Hace cien años	DATETIME
,	O
fundadora	O
de	O
Eglantyne Jebb	PER
,	O
redactó	O
la	O
Save the Children	ORG
.	O
Declaración de los Derechos del Niño	LAW
,	O
se	O
han	O
logrado	O
grandes	O
avances	O
,	O
pero	O
todavía	O
hay	O
millones	O
de	O
niños	O
y	O
niñas	O
a	O
los	O
que	O
se	O
les	O
sigue	O
privando	O
de	O
su	O
niñez	O
”	O
.	O
“	O
Hoy en día	DATETIME
,	O
las	O
tasas	O
de	O
homicidios	O
,	O
de	O
niños	O
y	O
niñas	O
aumentaron	O
un	O
8	O
por	O
ciento	O
en	O
la	O
región	O
”	O
,	O
afirmó	O
Desde el año 2000	DATETIME
.	O
informó	O
hoy	O
el	O
cese	O
de	O
vínculos	O
con	O
las	O
empresas	O
de	O
China	GPE
que	O
vendan	O
armas	O
a	O
Estados Unidos	GPE
,	O
aparte	O
de	O
imponerles	O
sanciones	O
por	O
atentar	O
contra	O
la	O
soberanía	O
y	O
seguridad	O
nacional	O
.	O
Según	O
precisó	O
Taiwán	GPE
,	O
vocero	O
del	O
Geng Shuang	PER
,	O
ni	O
el	O
Gobierno	O
ni	O
las	O
firmas	O
de	O
su	O
país	O
harán	O
negocios	O
o	O
mantendrán	O
lazos	O
de	O
cooperación	O
con	O
las	O
Ministerio de Relaciones Exteriores	ORG
implicadas	O
en	O
una	O
acción	O
considerada	O
violatoria	O
de	O
las	O
leyes	O
internacionales	O
.	O
Reiteró	O
,	O
asimismo	O
,	O
que	O
el	O
envío	O
de	O
equipos	O
bélicos	O
a	O
la	O
isla	O
también	O
infringe	O
seriamente	O
las	O
normas	O
básicas	O
sobre	O
los	O
nexos	O
entre	O
las	O
distintas	O
naciones	O
del	O
mundo	O
,	O
el	O
principio	O
de	O
Una	O
sola	O
norteamericanas	NORP
y	O
lo	O
estipulado	O
al	O
respecto	O
en	O
nuestros	O
tres	O
comunicados	O
firmados	O
por	O
China	GPE
y	O
Beijing	GPE
.	O
Esta	O
es	O
la	O
segunda	O
contramedida	O
del	O
gigante	O
Washington	GPE
a	O
la	O
anunciada	O
venta	O
de	O
tanques	O
,	O
sistemas	O
antimisiles	O
y	O
aviones	O
de	O
guerra	O
por	O
más	O
de	O
dos	O
mil	O
millones	O
de	O
dólares	O
a	O
asiático	NORP
.	O
El	O
viernes	O
Taiwán	GPE
anunció	O
las	O
sanciones	O
y	O
anteriormente	O
advirtió	O
a	O
Washington	O
de	O
no	O
subestimar	O
la	O
determinación	O
de	O
la Cancillería	ORG
a	O
proteger	O
la	O
soberanía	O
e	O
integridad	O
nacional	O
.	O
También	O
alertó	O
que	O
pone	O
bajo	O
amenaza	O
a	O
la	O
isla	O
,	O
pues	O
aunque	O
hasta	O
ahora	O
opta	O
por	O
la	O
reunificación	O
pacífica	O
puede	O
verse	O
obligada	O
a	O
abandonar	O
esa	O
política	O
.	O
El	O
tema	O
China	GPE
es	O
considerado	O
como	O
uno	O
de	O
los	O
más	O
sensibles	O
en	O
las	O
relaciones	O
de	O
Taiwán	GPE
con	O
China	GPE
.	O
La	O
comunidad	O
internacional	O
aprobó	O
con	O
170	O
votos	O
una	O
resolución	O
Estados Unidos	GPE
que	O
considera	O
a	O
la	O
en 1971	DATETIME
el	O
único	O
representante	O
legítimo	O
ante	O
las	O
República Popular China	GPE
y	O
reconoce	O
a	O
la	O
isla	O
de	O
Naciones Unidas	ORG
como	O
parte	O
inalienable	O
de	O
esa	O
nación	O
Taiwán	GPE
.	O
Para	O
avanzar	O
hacia	O
la	O
completa	O
reunificación	O
del	O
territorio	O
nacional	O
,	O
asiática	NORP
defiende	O
también	O
la	O
política	O
de	O
Un	O
país	O
,	O
dos	O
sistemas	O
,	O
aplicado	O
en	O
las	O
regiones	O
administrativas	O
de	O
Beijing	GPE
y	O
Hong Kong	GPE
.	O
Sin	O
embargo	O
,	O
los	O
dirigentes	O
Macao	GPE
se	O
niegan	O
a	O
aceptar	O
ese	O
status	O
.	O
Estará	O
nublado	O
en	O
la	O
región	O
occidental	O
con	O
numerosos	O
chubascos	O
,	O
lluvias	O
y	O
tormentas	O
eléctricas	O
durante	O
la	O
tarde	O
.	O
En	O
el	O
resto	O
del	O
país	O
amanecerá	O
parcialmente	O
nublado	O
y	O
se	O
nublará	O
en	O
la	O
tarde	O
con	O
algunos	O
chubascos	O
y	O
tormentas	O
eléctricas	O
.	O
El	O
día	O
será	O
cálido	O
con	O
temperaturas	O
máximas	O
entre	O
31	O
y	O
34	O
grados	O
Celsius	O
,	O
superiores	O
en	O
algunas	O
localidades	O
de	O
la	O
región	O
oriental	O
.	O
En	O
la	O
noche	O
las	O
temperaturas	O
alcanzarán	O
valores	O
entre	O
25	O
y	O
28	O
grados	O
Celsius	O
.	O
Los	O
vientos	O
serán	O
variables	O
débiles	O
.	O
Habrá	O
poco	O
oleaje	O
en	O
el	O
litoral	O
norte	O
oriental	O
y	O
desde	O
hasta	O
punta de Maisí	LOC
.	O
En	O
el	O
resto	O
de	O
los	O
litorales	O
la	O
mar	O
permanecerá	O
tranquila	O
.	O
Con	O
informaciòn	O
del	O
cabo Cruz	LOC
.	O
Previo	O
al	O
tercer	O
periodo	O
ordinario	O
de	O
sesiones	O
de	O
la	O
,	O
la	O
IX Legislatura	EVENT
en	O
Cuba	O
se	O
reunió	O
hoy	O
en	O
comisiones	O
permanentes	O
de	O
trabajo	O
por	O
tercer	O
día	O
consecutivo	O
para	O
analizar	O
la	O
realidad	O
del	O
país	O
,	O
su	O
presente	O
y	O
futuro	O
.	O
Junto	O
a	O
los	O
más	O
de	O
600	O
diputados	O
reunidos	O
en	O
el	O
Asamblea Nacional del Poder Popular	ORG
de	O
Palacio de Convenciones	LOC
estuvo	O
el	O
presidente	O
de	O
los	O
La Habana	GPE
,	O
Consejos de Estado y de Ministros	ORG
,	O
 	O
quien	O
no	O
faltó	O
a	O
los	O
debates	O
cardinales	O
de	O
estas	O
intensas	O
jornadas	O
.	O
Todos	O
los	O
temas	O
discutidos	O
en	O
estos	O
días	O
,	O
a	O
los	O
que	O
hay	O
que	O
darle	O
seguimiento	O
,	O
nos	O
dan	O
para	O
un	O
amplio	O
programa	O
de	O
trabajo	O
para	O
los	O
Miguel Díaz Canel Bermúdez	PER
,	O
reflexionó	O
el	O
diputado	O
por	O
el	O
municipio	O
de	O
próximos meses	DATETIME
.	O
Hemos	O
abordado	O
más	O
de	O
38	O
temas	O
con	O
acciones	O
de	O
alta	O
fiscalización	O
o	O
respuesta	O
a	O
aspectos	O
tratados	O
en	O
sesiones	O
anteriores	O
—informó—	O
,	O
que	O
impactan	O
a	O
la	O
población	O
,	O
que	O
se	O
acercan	O
a	O
los	O
problemas	O
del	O
país	O
.	O
La	O
sistematicidad	O
y	O
seguimiento	O
a	O
todos	O
los	O
problemas	O
le	O
da	O
credibilidad	O
y	O
refuerza	O
la	O
confianza	O
en	O
la	O
Santa Clara	GPE
,	O
aseguró	O
el	O
presidente	O
.	O
Asamblea	ORG
dijo	O
que	O
si	O
el	O
trabajo	O
de	O
la	O
Díaz - Canel	PER
,	O
órgano	O
de	O
poder	O
del	O
pueblo	O
,	O
se	O
acompaña	O
con	O
la	O
acción	O
de	O
gobierno	O
,	O
se	O
refuerza	O
el	O
concepto	O
de	O
que	O
en	O
nuestra	O
ANPP	ORG
se	O
gobierna	O
por	O
y	O
para	O
el	O
pueblo	O
.	O
En	O
la	O
sala	O
3	O
,	O
el	O
mandatario	O
cubano	O
participa	O
en	O
la	O
Revolución	EVENT
,	O
donde	O
se	O
analizan	O
los	O
resultados	O
del	O
cumplimiento	O
de	O
la	O
Comisión de Atención a los Servicios	ORG
y	O
la	O
colaboración	O
económica	O
entre	O
los	O
Ley 118 de la Inversión Extranjera	LAW
,	O
Turismo	O
,	O
Comunicaciones	O
y	O
Transporte	O
.	O
ministerios de Comercio Interior	ORG
recordó	O
que	O
dada	O
la	O
importancia	O
de	O
la	O
inversión	O
extranjera	O
en	O
el	O
desarrollo	O
del	O
país	O
es	O
objeto	O
de	O
la	O
aplicación	O
del	O
Díaz - Canel	PER
por	O
parte	O
del	O
Título III de la Ley Helms - Burton	LAW
.	O
Reconoció	O
con	O
optimismo	O
que	O
“	O
son	O
más	O
evidentes	O
las	O
presiones	O
que	O
los	O
efectos	O
”	O
de	O
la	O
activación	O
del	O
gobierno estadounidense	NORP
,	O
“	O
porque	O
las	O
personas	O
,	O
las	O
entidades	O
que	O
han	O
apostado	O
por	O
la	O
inversión	O
extranjera	O
en	O
Título III	LAW
se	O
han	O
mantenido	O
firmes	O
”	O
.	O
Ningún	O
inversor	O
hotelero	O
se	O
nos	O
ha	O
ido	O
,	O
insistió	O
,	O
aún	O
cuando	O
han	O
sido	O
presionados	O
individualmente	O
.	O
 	O
“	O
Y	O
tiene	O
que	O
ver	O
mucho	O
con	O
las	O
potencialidades	O
que	O
tiene	O
la	O
inversión	O
extranjera	O
en	O
Cuba	GPE
”	O
,	O
agregó	O
.	O
Tiene	O
que	O
ver	O
con	O
los	O
atractivos	O
que	O
tiene	O
el	O
país	O
,	O
con	O
la	O
seriedad	O
de	O
Cuba	GPE
.	O
Nosotros	O
tenemos	O
deudas	O
e	O
impagos	O
de	O
dividendos	O
con	O
empresas	O
extranjeras	O
,	O
que	O
pasan	O
por	O
situaciones	O
temporales	O
,	O
que	O
tienen	O
que	O
ver	O
con	O
el	O
recrudecimiento	O
del	O
bloqueo	O
y	O
la	O
persecución	O
financiera—	O
,	O
pero	O
saben	O
que	O
la Revolución	EVENT
es	O
seria	O
y	O
que	O
mantiene	O
sus	O
compromisos	O
de	O
honrar	O
sus	O
deudas	O
,	O
por	O
eso	O
,	O
siguen	O
apostando	O
por	O
nuestro	O
país	O
.	O
La	O
directora	O
general	O
de	O
Inversión	O
Extranjera	O
en	O
el	O
Cuba	GPE
,	O
Mincex	ORG
,	O
expuso	O
brevemente	O
cómo	O
se	O
implementa	O
este	O
programa	O
priorizado	O
,	O
“	O
motor	O
impulsor	O
de	O
la	O
economía	O
”	O
,	O
y	O
las	O
principales	O
directrices	O
de	O
trabajo	O
para	O
atraer	O
capital	O
a	O
la	O
Isla	O
en	O
torno	O
a	O
los	O
servicios	O
—área	O
de	O
atención	O
de	O
la	O
comisión—	O
en	O
el	O
periodo	O
Déborah Rivas Saavedra	PER
.	O
Sintetizó	O
las	O
acciones	O
desarrolladas	O
en	O
la	O
definición	O
de	O
la	O
Política	O
,	O
la	O
creación	O
de	O
un	O
nuevo	O
marco	O
regulatorio	O
—que	O
incluye	O
la	O
Ley	O
y	O
sus	O
normas	O
complementarias—	O
,	O
así	O
como	O
la	O
aprobación	O
de	O
incentivos	O
y	O
garantías	O
,	O
y	O
la	O
consolidación	O
de	O
la	O
2018 - 2019	DATETIME
,	O
puerto	O
físico	O
y	O
facilitador	O
de	O
la	O
inversión	O
extranjera	O
.	O
Zona Especial de Desarrollo Mariel	LOC
aseguró	O
que	O
el	O
interés	O
de	O
buscar	O
el	O
capital	O
extranjero	O
para	O
contribuir	O
al	O
desarrollo	O
no	O
es	O
un	O
complemento	O
,	O
es	O
parte	O
esencial	O
de	O
la	O
estrategia	O
económica	O
del	O
país	O
,	O
con	O
base	O
en	O
los	O
Rivas Saavedra	PER
,	O
y	O
en	O
el	O
Lineamientos de la Política Económica y Social del PCC y la Revolución	LAW
.	O
Plan de Desarrollo 2030	LAW
tiene	O
atractivos	O
para	O
el	O
capital	O
extranjero	O
indiscutibles	O
y	O
sostenidos	O
,	O
aseveró	O
la	O
especialista	O
.	O
Resaltó	O
además	O
como	O
ventajas	O
esenciales	O
para	O
el	O
inversor	O
en	O
la	O
Isla	O
:	O
la	O
seguridad	O
ciudadana	O
y	O
estabilidad	O
política	O
del	O
país	O
,	O
con	O
una	O
idiosincrasia	O
y	O
cultura	O
muy	O
seductoras	O
.	O
 	O
Mencionó	O
como	O
tareas	O
pendientes	O
para	O
hacer	O
eficientes	O
las	O
negociaciones	O
con	O
capital	O
extranjero	O
:	O
la	O
capacitación	O
del	O
personal	O
que	O
intervienen	O
en	O
los	O
procesos	O
,	O
la	O
simplificación	O
de	O
la	O
documentación	O
,	O
agilizar	O
los	O
trámites	O
,	O
acortar	O
los	O
plazos	O
de	O
evaluación	O
y	O
aprobación	O
.	O
La	O
funcionaria	O
del	O
Cuba	ORG
aprovechó	O
la	O
oportunidad	O
para	O
solicitar	O
la	O
colaboración	O
de	O
los	O
Mincex	ORG
:	O
“	O
Ustedes	O
nos	O
pueden	O
ayudar	O
a	O
identificar	O
quién	O
demanda	O
preparación	O
,	O
no	O
solo	O
técnica	O
sino	O
política	O
,	O
porque	O
tenemos	O
que	O
aprender	O
a	O
decidir	O
,	O
defendiendo	O
siempre	O
los	O
intereses	O
del	O
país	O
”	O
.	O
A	O
diputados cubanos	NORP
entrará	O
en	O
funcionamiento	O
la	O
Ventanilla	O
Única	O
para	O
la	O
Inversión	O
Extranjera	O
fuera	O
de	O
la	O
inicios del próximo año	DATETIME
,	O
que	O
no	O
solo	O
será	O
para	O
inversionistas	O
extranjeros	O
,	O
sino	O
también	O
para	O
ofrecer	O
facilidades	O
a	O
los	O
nacionales	O
,	O
aclaró	O
.	O
 	O
La	O
Cartera	O
de	O
Oportunidades	O
no	O
es	O
solo	O
para	O
ZED Mariel	LOC
,	O
sino	O
para	O
todo	O
país	O
,	O
insistió	O
La Habana	GPE
.	O
“	O
Nos	O
interesa	O
mucho	O
que	O
cada	O
uno	O
de	O
los	O
diputados	O
observe	O
en	O
su	O
municipio	O
qué	O
proyecto	O
de	O
interés	O
internacional	O
está	O
presente	O
,	O
que	O
contribuya	O
al	O
control	O
y	O
fiscalización	O
de	O
su	O
implementación	O
,	O
que	O
nos	O
alerte	O
cuando	O
sea	O
necesario	O
.	O
Cada	O
cual	O
en	O
su	O
localidad	O
tiene	O
que	O
preocuparse	O
y	O
ocuparse	O
de	O
ello	O
”	O
.	O
El	O
presidente	O
Déborah	PER
destacó	O
que	O
,	O
en	O
las	O
visitas	O
gubernamentales	O
a	O
las	O
provincias	O
,	O
siempre	O
el	O
cubano	NORP
insiste	O
en	O
el	O
desarrollo	O
de	O
las	O
potencialidades	O
que	O
sean	O
atractivas	O
para	O
la	O
